Elevation,RFS_Azimuth,RFS_Range,RangeError_BT_2_and_10,Height_Metres,MSID,RangeStdDev BT_2_and_10
4.082654399,265.2044678,34.06640625,32.40304725,5852.16,x06A063,24.27052545
4.059911675,265.6658936,34.4765625,25.7415448,5889.024057,x06A063,24.27052545
4.03646997,266.1108398,34.88671875,99.57800467,5918.113081,x06A063,24.27052545
4.012181735,266.5997314,35.3046875,35.16644947,5957.991113,x06A063,24.27052545
3.900931977,268.2202148,36.984375,96.99096535,6070.654669,x06A063,24.27052545
3.858518759,268.9837646,37.84375,55.85802095,6147.633757,x06A063,24.27052545
3.835905287,269.3572998,38.2734375,26.9338272,6184.292104,x06A063,24.27052545
3.812125564,269.7198486,38.7109375,25.77204987,6217.92,x06A063,24.27052545
3.789229134,270.0823975,39.14453125,29.47267701,6251.156657,x06A063,24.27052545
3.767779151,270.4284668,39.58203125,34.54607802,6286.152079,x06A063,24.27052545
3.746230116,270.7800293,40.0234375,27.71026789,6321.990618,x06A063,24.27052545
3.721772357,271.0821533,40.46875,30.88429589,6353.31209,x06A063,24.27052545
3.710011996,271.4282227,40.91015625,26.49555678,6400.8,x06A063,24.27052545
3.642388155,272.6586914,42.6953125,36.04390602,6560.82,x06A063,24.27052545
3.606580235,273.2244873,43.58984375,27.62926972,6637.02,x06A063,24.27052545
3.527470329,274.3066406,45.39453125,65.4937494,6771.6057,x06A063,24.27052545
3.48844822,274.7955322,46.3046875,32.95850879,6841.80968,x06A063,24.27052545
3.459744222,275.0756836,46.76171875,25.70845098,6861.955538,x06A063,24.27052545
3.413961746,275.5206299,47.6796875,70.3029864,6914.090708,x06A063,24.27052545
3.328065093,276.4544678,49.5390625,30.0068445,7033.26,x06A063,24.27052545
3.293530219,276.8829346,50.47265625,113.1263452,7096.418543,x06A063,24.27052545
3.188162306,277.9101563,52.828125,24.80546322,7239,x06A063,24.27052545
3.066914209,278.6791992,54.73046875,76.45944074,7272.134005,x06A063,24.27052545
3.083923709,279.0472412,55.68359375,36.1937354,7428.026675,x06A063,24.27052545
3.066170656,279.206543,56.1640625,30.76823245,7458.501226,x06A063,24.27052545
3.04660575,279.3878174,56.640625,41.46212913,7483.615855,x06A063,24.27052545
3.032920096,279.5526123,57.125,39.79118205,7520.94,x06A063,24.27052545
3.011730859,279.7064209,57.60546875,32.49414168,7543.916336,x06A063,24.27052545
2.985287967,280.0250244,58.56640625,28.54155972,7617.615071,x06A063,24.27052545
2.965676983,280.1843262,59.05078125,30.83962123,7642.075031,x06A063,24.27052545
2.85123461,281.2335205,62.453125,24.90546719,7848.6,x06A063,24.27052545
2.773428911,281.7828369,64.40234375,29.65175078,7932.42,x06A063,24.27052545
2.67697872,282.4200439,66.8671875,35.92703918,8031.48,x06A063,24.27052545
2.505910587,283.5791016,71.84765625,26.53287854,8251.387973,x06A063,24.27052545
2.465923907,283.9141846,73.3515625,37.93150675,8336.28,x06A063,24.27052545
2.421218267,284.0734863,74.359375,94.09668032,8345.64209,x06A063,24.27052545
2.326738924,284.7766113,77.90234375,24.50929354,8534.28405,x06A063,24.27052545
2.311331083,284.8754883,78.4140625,24.50678096,8555.203994,x06A063,24.27052545
2.234237752,285.3039551,80.95703125,82.63591539,8648.7,x06A063,24.27052545
2.135220685,285.8642578,84.546875,107.8166665,8795.413575,x06A063,24.27052545
2.091229528,286.1444092,86.08984375,45.01023993,8854.100705,x06A063,24.27052545
Elevation,RFS_Azimuth,RFS_Range,RangeError_BT_2_and_10,Height_Metres,MSID,RangeStdDev BT_2_and_10
2.045298991,159.6203613,21.03515625,30.35309535,2561.615539,x780AA8,21.68455695
2.384596582,158.2086182,20.125,41.38074188,2711.148017,x780AA8,21.68455695
2.50571133,157.5604248,19.86328125,34.87458072,2766.06,x780AA8,21.68455695
2.658977642,156.7858887,19.6171875,36.80504346,2840.378578,x780AA8,21.68455695
2.773253087,156.027832,19.3828125,30.82816043,2889.525347,x780AA8,21.68455695
2.922769137,155.2203369,19.14453125,30.46413648,2958.025212,x780AA8,21.68455695
3.168693694,153.616333,18.6796875,26.50472545,3057.740742,x780AA8,21.68455695
3.334229659,152.7758789,18.4453125,36.51779281,3129.200549,x780AA8,21.68455695
3.627672762,151.1114502,17.9921875,35.55112757,3246.12,x780AA8,21.68455695
3.783157066,150.2105713,17.76953125,32.74309493,3307.08,x780AA8,21.68455695
3.928041218,149.3206787,17.5546875,36.55731383,3360.42,x780AA8,21.68455695
4.087858453,148.3703613,17.34375,42.26035242,3420.487426,x780AA8,21.68455695
4.223755664,147.4145508,17.13671875,30.66402119,3467.1,x780AA8,21.68455695
4.489048936,145.4095459,16.73828125,37.15099428,3551.511096,x780AA8,21.68455695
4.671649991,144.3713379,16.55078125,41.5191533,3619.5,x780AA8,21.68455695
4.842573785,143.3221436,16.36328125,30.70503355,3680.46,x780AA8,21.68455695
5.460110145,138.6968994,15.71875,30.36512406,3886.2,x780AA8,21.68455695
5.611968961,137.4719238,15.59375,26.95664084,3939.54,x780AA8,21.68455695
5.910933662,134.8901367,15.390625,30.88782355,4048.403795,x780AA8,21.68455695
6.048356474,133.5772705,15.3125,38.51592534,4099.56,x780AA8,21.68455695
6.159255682,132.2259521,15.2421875,27.91721186,4140.66922,x780AA8,21.68455695
6.420836158,129.4628906,15.16015625,29.44919391,4250.72776,x780AA8,21.68455695
6.54009696,128.0895996,15.14453125,29.22007262,4305.3,x780AA8,21.68455695
6.67556855,126.7108154,15.14453125,31.29891699,4370.813206,x780AA8,21.68455695
6.829644059,125.3155518,15.15625,36.30339669,4447.6403,x780AA8,21.68455695
6.936962283,123.9587402,15.17578125,40.66941104,4503.712443,x780AA8,21.68455695
7.030227726,122.5689697,15.1953125,32.57573593,4554.633942,x780AA8,21.68455695
7.099450568,121.2011719,15.2265625,28.90400986,4596.183487,x780AA8,21.68455695
7.172301847,119.8498535,15.26953125,33.48912394,4641.386228,x780AA8,21.68455695
7.256699789,118.460083,15.3203125,41.05054842,4693.934042,x780AA8,21.68455695
7.321155459,117.1142578,15.37109375,27.97411804,4739.642686,x780AA8,21.68455695
7.39899862,115.7629395,15.4375,30.01961728,4794.037461,x780AA8,21.68455695
7.450693543,114.4171143,15.51171875,34.76337097,4837.360948,x780AA8,21.68455695
7.502548354,113.0987549,15.59375,28.6443137,4884.42,x780AA8,21.68455695
7.53347261,111.7803955,15.68359375,27.73592383,4922.52,x780AA8,21.68455695
7.497219652,109.1381836,15.890625,26.59515738,4956.218556,x780AA8,21.68455695
7.506922943,107.8253174,16.01171875,29.27466977,4991.1,x780AA8,21.68455695
7.503221475,106.5124512,16.140625,31.62059138,5021.146482,x780AA8,21.68455695
7.502117362,105.2215576,16.27734375,51.8999015,5052.055253,x780AA8,21.68455695
7.477908253,102.7056885,16.578125,38.34935044,5116.368502,x780AA8,21.68455695
7.463300492,101.4697266,16.7421875,22.75543522,5151.622322,x780AA8,21.68455695
7.441335241,100.244751,16.91796875,28.76674414,5182.760084,x780AA8,21.68455695
